Date,Open,High,Low,Close,Volume
2021-01-04 09:00:00,3698.89,3707.92,3690.7,3703.78,650363202
2021-01-04 10:00:00,3703.78,3719.24,3698.67,3707.63,682059241
2021-01-04 11:00:00,3707.63,3724.03,3700.36,3709.05,398567283
2021-01-04 12:00:00,3709.05,3716.92,3698.83,3701.45,210732038
2021-01-04 13:00:00,3701.45,3706.76,3686.29,3691.04,339385938
2021-01-04 14:00:00,3691.04,3710.45,3679.21,3708.96,469333160
2021-01-04 15:00:00,3708.96,3712.52,3700.36,3702.22,1029805445
2021-01-05 09:00:00,3707.98,3710.55,3699.99,3702.66,516668653
2021-01-05 10:00:00,3702.66,3721.36,3697.03,3701.21,632721423
2021-01-05 11:00:00,3701.21,3706.02,3686.61,3698.73,317661923
2021-01-05 12:00:00,3698.73,3708.86,3694.73,3708.03,134590545
2021-01-05 13:00:00,3708.03,3712.78,3692.32,3702.55,257487301
2021-01-05 14:00:00,3702.55,3706.54,3689.86,3697.28,409277623
2021-01-05 15:00:00,3697.28,3715.3,3693.53,3711.06,758135703
2021-01-06 09:00:00,3701.02,3712.03,3694.06,3710.75,500606678
2021-01-06 10:00:00,3710.75,3720.8,3695.92,3716.65,639467037
2021-01-06 11:00:00,3716.65,3727.25,3709.53,3714.97,332550960
2021-01-06 12:00:00,3714.97,3728.82,3694.43,3727.92,148116650
2021-01-06 13:00:00,3727.92,3729.89,3703.1,3704.52,266907058
2021-01-06 14:00:00,3704.52,3705.87,3668.29,3671.49,409275504
2021-01-06 15:00:00,3671.49,3675.98,3658.78,3674.3,799156998
2021-01-07 09:00:00,3671.64,3675.08,3662.2,3673.03,460811031
2021-01-07 10:00:00,3673.03,3676.14,3653.05,3653.4,507938216
2021-01-07 11:00:00,3653.4,3662.19,3649.74,3654.48,216515251
2021-01-07 12:00:00,3654.48,3659.15,3644.09,3645.23,120566400
2021-01-07 13:00:00,3645.23,3648.03,3619.84,3623.11,200933890
2021-01-07 14:00:00,3623.11,3628.61,3608.91,3612.45,292147533
2021-01-07 15:00:00,3612.45,3640.35,3611.15,3625.95,571249511
2021-01-08 09:00:00,3634.94,3643.29,3628.57,3641.52,529949685
2021-01-08 10:00:00,3641.52,3644.41,3632.22,3643.31,679572717
2021-01-08 11:00:00,3643.31,3656.66,3637.9,3642.3,354478798
2021-01-08 12:00:00,3642.3,3662.25,3640.18,3661.34,164731875
2021-01-08 13:00:00,3661.34,3661.47,3644.49,3654.76,249566811
2021-01-08 14:00:00,3654.76,3664.99,3643.26,3646.85,365688905
2021-01-08 15:00:00,3646.85,3657.08,3643.17,3651.32,812092270
2021-01-11 09:00:00,3659.5,3667.86,3654.08,3662.17,848099694
2021-01-11 10:00:00,3662.17,3664.84,3644.94,3658.26,908820090
2021-01-11 11:00:00,3658.26,3679.1,3655.86,3676.21,452774772
2021-01-11 12:00:00,3676.21,3702.6,3674.48,3695.68,233779123
2021-01-11 13:00:00,3695.68,3699.29,3671.42,3673.77,346963995
2021-01-11 14:00:00,3673.77,3695.01,3666.14,3693.96,553561849
2021-01-11 15:00:00,3693.96,3720.16,3692.54,3711.24,1123370485
2021-01-12 09:00:00,3701.57,3708.41,3695.88,3703.67,501759423
2021-01-12 10:00:00,3703.67,3708.7,3697.0,3699.16,696277237
2021-01-12 11:00:00,3699.16,3709.74,3686.12,3689.55,363563214
2021-01-12 12:00:00,3689.55,3696.55,3678.09,3678.68,167905588
2021-01-12 13:00:00,3678.68,3690.8,3676.08,3686.87,303623824
2021-01-12 14:00:00,3686.87,3691.08,3680.1,3689.87,456388008
2021-01-12 15:00:00,3689.87,3706.82,3686.1,3705.97,887653263
2021-01-13 09:00:00,3691.02,3707.95,3690.17,3700.01,748385840
2021-01-13 10:00:00,3700.01,3700.92,3684.43,3691.65,817059300
2021-01-13 11:00:00,3691.65,3705.1,3685.05,3695.96,401436698
2021-01-13 12:00:00,3695.96,3705.49,3689.74,3696.62,164234868
2021-01-13 13:00:00,3696.62,3711.98,3693.91,3704.97,291502471
2021-01-13 14:00:00,3704.97,3710.0,3671.67,3677.43,494511435
2021-01-13 15:00:00,3677.43,3712.96,3677.18,3711.64,954029137
2021-01-14 09:00:00,3726.1,3734.89,3717.98,3723.89,830895968
2021-01-14 10:00:00,3723.89,3750.81,3723.05,3749.4,784912151
2021-01-14 11:00:00,3749.4,3750.45,3729.09,3740.49,446819828
2021-01-14 12:00:00,3740.49,3769.51,3739.36,3762.72,218167971
2021-01-14 13:00:00,3762.72,3769.05,3755.52,3767.08,344300398
2021-01-14 14:00:00,3767.08,3768.25,3752.78,3758.69,521074594
2021-01-14 15:00:00,3758.69,3776.64,3748.88,3771.54,1212109621
2021-01-15 09:00:00,3771.69,3790.45,3770.17,3789.73,503395227
2021-01-15 10:00:00,3789.73,3816.19,3786.59,3814.85,502322412
2021-01-15 11:00:00,3814.85,3824.66,3814.12,3819.77,212047402
2021-01-15 12:00:00,3819.77,3821.37,3806.8,3810.49,114749617
2021-01-15 13:00:00,3810.49,3826.07,3803.31,3811.38,213417931
2021-01-15 14:00:00,3811.38,3817.69,3805.61,3806.05,297952912
2021-01-15 15:00:00,3806.05,3818.61,3783.37,3804.5,678802934
2021-01-19 09:00:00,3814.41,3818.39,3803.99,3809.54,443360328
2021-01-19 10:00:00,3809.54,3826.55,3806.82,3824.04,415220255
2021-01-19 11:00:00,3824.04,3852.87,3813.84,3850.09,221752197
2021-01-19 12:00:00,3850.09,3854.91,3841.62,3853.46,117961723
2021-01-19 13:00:00,3853.46,3865.51,3843.18,3852.81,176500358
2021-01-19 14:00:00,3852.81,3859.79,3847.07,3854.35,271432715
2021-01-19 15:00:00,3854.35,3889.17,3853.54,3886.06,588817190
2021-01-20 09:00:00,3886.68,3887.25,3872.64,3876.47,720387718
2021-01-20 10:00:00,3876.47,3881.68,3856.29,3865.93,722898093
2021-01-20 11:00:00,3865.93,3893.01,3863.24,3875.6,314178108
2021-01-20 12:00:00,3875.6,3879.99,3851.62,3856.92,174017439
2021-01-20 13:00:00,3856.92,3864.46,3845.91,3860.89,321157765
2021-01-20 14:00:00,3860.89,3861.42,3822.54,3823.49,454720553
2021-01-20 15:00:00,3823.49,3839.8,3820.48,3838.75,987887696
2021-01-21 09:00:00,3836.79,3851.83,3830.93,3837.2,742505926
2021-01-21 10:00:00,3837.2,3838.0,3817.68,3820.99,679375569
2021-01-21 11:00:00,3820.99,3821.73,3792.56,3794.03,366842951
2021-01-21 12:00:00,3794.03,3807.14,3782.76,3803.41,162955430
2021-01-21 13:00:00,3803.41,3810.94,3796.69,3804.62,331114594
2021-01-21 14:00:00,3804.62,3822.94,3796.71,3818.03,508528698
2021-01-21 15:00:00,3818.03,3833.58,3814.75,3817.28,990757328
2021-01-22 09:00:00,3803.52,3809.28,3795.63,3797.86,663000169
2021-01-22 10:00:00,3797.86,3806.37,3787.26,3794.8,738673488
2021-01-22 11:00:00,3794.8,3801.45,3781.08,3782.32,335549433
2021-01-22 12:00:00,3782.32,3789.92,3762.76,3770.16,172075955
2021-01-22 13:00:00,3770.16,3772.36,3761.86,3762.23,287427434
